Game_ID,Season,Week,Date,Away,Home,Away_Pts,Home_Pts,Actual_Total,Market_Total,Over_Odds,Under_Odds,Spread_Line,Wind,Temp,Dome,Short_Rest,Div_Game,EPA_Matchup,Pass_EPA_Matchup,Rush_EPA_Matchup,Success_Matchup,Explosive_Matchup,Plays_Matchup,Turnover_Env,Sack_Env,Cold_Units
2018_06_CAR_WAS,2018,6,2018-10-14,CAR,WAS,17.0,23.0,40.0,44.5,-108.0,-103.0,-1.0,0.0,52.0,0.0,0.0,0.0,0.07563962271326778,0.2074267042264789,-0.0484503416987785,0.92795967172334,0.13488071030642204,134.0,0.04608952842859523,0.10164993192662247,0.0
2018_06_LA_DEN,2018,6,2018-10-14,LA,DEN,23.0,20.0,43.0,50.0,100.0,-111.0,-7.0,6.0,25.0,0.0,0.0,0.0,0.18222882077752814,0.29923012675812855,-0.01618178626836867,0.9244902268964397,0.16307029447844776,136.25,0.03954017456165765,0.11167458880945456,1.5
2018_06_JAX_DAL,2018,6,2018-10-14,JAX,DAL,7.0,40.0,47.0,39.5,-102.0,-109.0,-3.0,0.0,,1.0,0.0,0.0,-0.07147573643381688,0.05543717746209766,-0.2375044763665079,0.8160494425419605,0.1019366462273533,130.52499999999998,0.038268108384405905,0.1273885696246188,0.0
2018_06_BAL_TEN,2018,6,2018-10-14,BAL,TEN,21.0,0.0,21.0,43.5,-107.0,-103.0,-2.5,4.0,66.0,0.0,0.0,0.0,-0.14614527917358777,-0.034598536957872544,-0.3564162596314111,0.8251577366270897,0.08293885082456001,140.60500000000002,0.03644847537642963,0.11318065875130148,0.0
2018_06_KC_NE,2018,6,2018-10-14,KC,NE,40.0,43.0,83.0,59.5,-115.0,103.0,4.0,0.0,45.0,0.0,0.0,0.0,0.17668069518359697,0.34440924851279126,-0.11513215432254803,0.9357699655689884,0.1294573451531494,131.6525,0.04095598087138537,0.07980506236656618,0.0
2018_06_SF_GB,2018,6,2018-10-15,SF,GB,30.0,33.0,63.0,46.5,-114.0,102.0,9.0,5.0,37.0,0.0,0.0,0.0,0.03444715331376669,0.1665381776790965,-0.1914456742306524,0.8840116791779065,0.11008637163527121,145.14,0.03624507372043224,0.1326107619861793,0.3
2018_07_DEN_ARI,2018,7,2018-10-18,DEN,ARI,45.0,10.0,55.0,42.5,-116.0,104.0,-1.0,0.0,,1.0,1.0,0.0,-0.07691429895459259,-0.060618836337982276,-0.1121566640005571,0.870133228775921,0.12685351891001573,120.95750000000001,0.04563471519374308,0.13847512034911472,0.0
2018_07_NE_CHI,2018,7,2018-10-21,NE,CHI,38.0,31.0,69.0,49.0,100.0,-111.0,-1.0,9.0,44.0,0.0,0.0,0.0,0.019000049538858803,0.19526505091353064,-0.24458232906997118,0.9057960000779053,0.11335852876210428,134.6725,0.062345493253918555,0.10190356412702868,0.0
2018_07_BUF_IND,2018,7,2018-10-21,BUF,IND,5.0,37.0,42.0,43.5,-104.0,-106.0,7.0,0.0,,1.0,0.0,0.0,-0.2079745086571483,-0.09295623202166081,-0.4374122459937581,0.8312909537350914,0.08469473712776993,137.61249999999998,0.05780100151387523,0.13901567166659712,0.0
2018_07_HOU_JAX,2018,7,2018-10-21,HOU,JAX,20.0,7.0,27.0,43.0,-105.0,-105.0,4.0,15.0,68.0,0.0,0.0,1.0,-0.14506012215243475,0.02664104145805439,-0.46256116754099375,0.8017381751769763,0.10996868509179525,138.02499999999998,0.046231991348851725,0.1411503681598002,0.0
2018_07_DET_MIA,2018,7,2018-10-21,DET,MIA,32.0,21.0,53.0,47.0,-112.0,101.0,-3.0,8.0,89.0,0.0,0.0,0.0,-0.021866547267915856,0.12068517118948455,-0.23366080061037287,0.8839393131840816,0.12619712991932128,127.695,0.050882729079562226,0.12386838253166757,0.0
2018_07_MIN_NYJ,2018,7,2018-10-21,MIN,NYJ,37.0,17.0,54.0,45.0,-116.0,104.0,-3.5,16.0,46.0,0.0,0.0,0.0,-0.11117322432788793,0.05002925989507123,-0.4064983224451552,0.8564424696158305,0.13402580103444928,129.65,0.052654115386808226,0.12674675571161206,0.0
2018_07_CAR_PHI,2018,7,2018-10-21,CAR,PHI,21.0,17.0,38.0,45.0,-105.0,-105.0,5.0,19.0,49.0,0.0,0.0,0.0,0.05335337512301464,0.18109670734053776,-0.17481641396598296,0.910324642303279,0.13524198518261918,137.825,0.039299462273604105,0.10203457712459632,0.0
2018_07_CLE_TB,2018,7,2018-10-21,CLE,TB,23.0,26.0,49.0,52.5,-110.0,-101.0,3.5,7.0,79.0,0.0,0.0,0.0,0.06483024423845102,0.2501263230408205,-0.2733305504775003,0.894410842331572,0.13787092938021245,138.3425,0.04934353404769266,0.12189812656633893,0.0
2018_07_NO_BAL,2018,7,2018-10-21,NO,BAL,24.0,23.0,47.0,49.0,-103.0,-108.0,2.5,15.0,54.0,0.0,0.0,0.0,0.034438179454293324,0.21496508137198866,-0.28680496005586675,0.8722542067161038,0.1298054753760997,144.88916666666665,0.031087693807574184,0.13065836382523097,0.0
2018_07_LA_SF,2018,7,2018-10-21,LA,SF,39.0,10.0,49.0,52.0,-108.0,-103.0,-8.0,5.0,62.0,0.0,0.0,1.0,0.22497879698506232,0.35457256291641565,-0.015458630314706248,0.9534743398009757,0.1535055850744777,136.80666666666667,0.03538190035387149,0.11545313422208195,0.0
2018_07_DAL_WAS,2018,7,2018-10-21,DAL,WAS,17.0,20.0,37.0,40.5,-108.0,-103.0,-1.5,12.0,52.0,0.0,0.0,1.0,-0.018374432018192187,0.08036203962726621,-0.0997020651763455,0.87973686607583,0.10418433078164335,130.37,0.03815271415671003,0.12951047167185556,0.0
2018_07_CIN_KC,2018,7,2018-10-21,CIN,KC,10.0,45.0,55.0,56.0,-109.0,-102.0,6.5,10.0,59.0,0.0,0.0,0.0,0.25571980274059086,0.35585815776473484,0.06858357987782737,0.9771015691384629,0.15075340745040114,130.02916666666667,0.03593337217097278,0.09270584784550857,0.0
2018_07_TEN_LAC,2018,7,2018-10-21,TEN,LAC,19.0,20.0,39.0,46.0,-102.0,-109.0,6.5,6.0,66.0,0.0,0.0,0.0,-0.014428712657329451,0.07975523015232976,-0.16074504026435507,0.858204522852411,0.12420317337307928,119.59333333333333,0.03914050964980729,0.13722983192204752,0.0
2018_07_NYG_ATL,2018,7,2018-10-22,NYG,ATL,20.0,23.0,43.0,52.0,-108.0,-103.0,4.5,0.0,,0.0,0.0,0.0,0.212040104403171,0.4135361107878338,-0.17029269193732535,0.9083911584860405,0.13856246782079193,131.10416666666669,0.0270176193706689,0.0980714439178601,0.0
2018_08_MIA_HOU,2018,8,2018-10-25,MIA,HOU,23.0,42.0,65.0,45.0,-102.0,-109.0,7.5,0.0,,1.0,1.0,0.0,-0.08432551595990198,0.11220323060208526,-0.4254668626750995,0.8406736899552039,0.11387716098428154,131.2720238095238,0.05378113445010399,0.125488949669791,0.0
2018_08_BAL_CAR,2018,8,2018-10-28,BAL,CAR,21.0,36.0,57.0,44.0,-101.0,-110.0,-2.5,10.0,61.0,0.0,0.0,0.0,0.021319342050213907,0.13157182201167886,-0.1605787140611365,0.8770900476110947,0.12362180816386897,139.8202380952381,0.03484223997248356,0.12154414547758276,0.0
2018_08_NYJ_CHI,2018,8,2018-10-28,NYJ,CHI,10.0,24.0,34.0,42.5,-115.0,103.0,8.5,18.0,48.0,0.0,0.0,0.0,-0.0733876033900367,0.09629869933106676,-0.3262821848140336,0.8579982386265808,0.13921860829727523,133.21011904761906,0.06542000575974767,0.1139601188871581,0.0
2018_08_TB_CIN,2018,8,2018-10-28,TB,CIN,34.0,37.0,71.0,55.0,-108.0,-103.0,3.5,7.0,55.0,0.0,0.0,0.0,0.18852786384125778,0.4227908992749694,-0.276509531817427,0.950368514738503,0.14671360101602632,133.93630952380954,0.041089968733866264,0.1021912020598169,0.0
2018_08_SEA_DET,2018,8,2018-10-28,SEA,DET,28.0,14.0,42.0,47.5,-110.0,-101.0,3.0,0.0,,1.0,0.0,0.0,0.08291802154803496,0.2803307014644542,-0.16011073211114898,0.8951725194364734,0.12506305499422796,127.66916666666667,0.03505655446938251,0.14430804583539347,0.0
2018_08_DEN_KC,2018,8,2018-10-28,DEN,KC,23.0,30.0,53.0,53.0,103.0,-115.0,8.5,12.0,56.0,0.0,0.0,1.0,0.12840122470340046,0.15459774695364478,0.07751538086411892,0.9376473048948272,0.15909553259055587,131.60297619047617,0.04232734943401638,0.11985491752204284,0.0
2018_08_WAS_NYG,2018,8,2018-10-28,WAS,NYG,20.0,13.0,33.0,43.0,-102.0,-109.0,-1.0,11.0,51.0,0.0,0.0,1.0,0.05672367441361849,0.19742237082817776,-0.14012124824474742,0.8654460672792391,0.13383524957680396,128.13214285714287,0.034593088543032606,0.10535949485134902,0.0
2018_08_CLE_PIT,2018,8,2018-10-28,CLE,PIT,18.0,33.0,51.0,47.5,-108.0,-103.0,8.5,11.0,47.0,0.0,0.0,1.0,-0.0157215900662331,0.10776126072769604,-0.2918192070435519,0.8643599167396412,0.12373712643295955,142.11666666666667,0.04375803619140185,0.1256898944844358,0.0
2018_08_SF_ARI,2018,8,2018-10-28,SF,ARI,15.0,18.0,33.0,40.0,-108.0,-103.0,-2.5,0.0,,1.0,0.0,1.0,-0.15983375416965875,-0.07595465251590361,-0.2526758364489745,0.8714362086232144,0.11591771975649211,123.20357142857142,0.051546115274691925,0.14220163525678056,0.0
2018_08_GB_LA,2018,8,2018-10-28,GB,LA,27.0,29.0,56.0,57.0,-102.0,-109.0,7.5,1.0,82.0,0.0,0.0,0.0,0.1295362216319138,0.2521774162445076,-0.06615006624879333,0.9193211493174238,0.1432766041457522,137.3875,0.03927645936207179,0.13974789030888446,0.0
2018_08_NO_MIN,2018,8,2018-10-28,NO,MIN,30.0,20.0,50.0,53.5,-101.0,-110.0,-2.5,0.0,,1.0,0.0,0.0,0.10007328795205435,0.31560373493674,-0.31622777170005384,0.9175638992975818,0.1404315788628691,136.9892857142857,0.036390988418365966,0.10760481622697635,0.0
2018_08_PHI_JAX,2018,8,2018-10-28,PHI,JAX,24.0,18.0,42.0,44.5,-102.0,-109.0,-4.0,12.0,48.0,0.0,0.0,0.0,-0.06317993738405568,0.04695077788464803,-0.23096229301460933,0.8366173124272773,0.11534695448252141,138.10357142857143,0.038728654479666495,0.11840883909844774,0.0
2018_08_NE_BUF,2018,8,2018-10-29,NE,BUF,25.0,6.0,31.0,44.0,-108.0,-103.0,-13.5,16.0,46.0,0.0,0.0,1.0,-0.1479117135894182,-0.039175447291893525,-0.32374991677244286,0.8404876618397078,0.09540428725940978,130.14285714285714,0.06226691270506999,0.10827017694239309,0.0
2018_09_PIT_BAL,2018,9,2018-11-04,PIT,BAL,23.0,16.0,39.0,47.0,-110.0,-101.0,1.5,6.0,55.0,0.0,0.0,1.0,0.04968402678566279,0.18551556069745628,-0.2110446643683227,0.8740817043609349,0.11181265794638515,143.84285714285716,0.03364580098631088,0.11243806236927312,0.0
2018_09_CHI_BUF,2018,9,2018-11-04,CHI,BUF,41.0,9.0,50.0,38.0,-104.0,-106.0,-10.5,12.0,49.0,0.0,0.0,0.0,-0.1335814833621627,0.005635411875885982,-0.35095896760894607,0.8411222873129645,0.11213003321823772,131.08035714285714,0.05808090790863894,0.12705081306814658,0.0
2018_09_TB_CAR,2018,9,2018-11-04,TB,CAR,28.0,42.0,70.0,55.5,-113.0,102.0,6.0,8.0,62.0,0.0,0.0,1.0,0.1870406413375082,0.38821696486204715,-0.17774069265920212,0.9452020907291125,0.14230983014898166,136.84821428571428,0.042544433920032834,0.10144556626405063,0.0
2018_09_KC_CLE,2018,9,2018-11-04,KC,CLE,37.0,21.0,58.0,51.0,-108.0,-103.0,-7.5,16.0,53.0,0.0,0.0,0.0,0.058587749361863575,0.15290493485196607,-0.10323534597868914,0.9133861160434277,0.14586196115198102,135.6767857142857,0.04341750620617961,0.11870075538028935,0.0
2018_09_NYJ_MIA,2018,9,2018-11-04,NYJ,MIA,6.0,13.0,19.0,43.5,-111.0,100.0,3.0,16.0,87.0,0.0,0.0,1.0,-0.05097275610927326,0.11166625547934164,-0.23624676982356219,0.8266365119150274,0.1365448506693227,124.94910714285714,0.05153652173687458,0.09833140941745003,0.0
2018_09_DET_MIN,2018,9,2018-11-04,DET,MIN,9.0,24.0,33.0,47.0,-110.0,-101.0,4.5,0.0,,1.0,0.0,1.0,0.037262394715591604,0.27498169190624305,-0.3117474204550022,0.8844748885565107,0.13732002075679248,131.27589285714285,0.03601546910376644,0.135587026542488,0.0
2018_09_ATL_WAS,2018,9,2018-11-04,ATL,WAS,38.0,14.0,52.0,46.5,-108.0,-103.0,1.5,5.0,55.0,0.0,0.0,0.0,0.15695810308912755,0.3633213603405296,-0.18688831296110872,0.9076339757000624,0.12539944908522788,133.56785714285712,0.031132065257989866,0.10835614950344588,0.0
2018_09_HOU_DEN,2018,9,2018-11-04,HOU,DEN,19.0,17.0,36.0,46.5,-104.0,-106.0,1.0,3.0,53.0,0.0,0.0,0.0,-0.06007268701618358,0.037456878798662115,-0.24089922944274622,0.8500676884155196,0.11991353713031228,135.1589285714286,0.047254143156855624,0.14342175179772326,0.0
2018_09_LAC_SEA,2018,9,2018-11-04,LAC,SEA,25.0,17.0,42.0,48.5,102.0,-113.0,1.0,4.0,56.0,0.0,0.0,0.0,0.12997706076725668,0.36944331740932757,-0.14705422169514715,0.917037204526361,0.14782302386565166,120.8625,0.04072061345752123,0.12446401385026268,0.0
2018_09_LA_NO,2018,9,2018-11-04,LA,NO,35.0,45.0,80.0,57.5,-109.0,-102.0,-2.5,0.0,,1.0,0.0,0.0,0.20208927380308123,0.37702047128209715,-0.0660235472586619,0.9563384205076273,0.15517549691551083,132.8464285714286,0.03337225232609587,0.12107076512498818,0.0
2018_09_GB_NE,2018,9,2018-11-04,GB,NE,17.0,31.0,48.0,56.0,-108.0,-103.0,5.0,2.0,40.0,0.0,0.0,0.0,0.059912433456086836,0.2040435873867965,-0.19036440973822538,0.8862118772158492,0.12908102216523518,137.89285714285714,0.0421023813327977,0.11032906439292958,0.0
2018_09_TEN_DAL,2018,9,2018-11-05,TEN,DAL,28.0,14.0,42.0,40.0,-105.0,-105.0,4.5,0.0,,1.0,0.0,0.0,-0.07979939122914119,0.044946930133671986,-0.2945210364782636,0.8296604353376388,0.0990677013147995,125.14821428571429,0.0326002783550193,0.15428135932587422,0.0
2018_10_CAR_PIT,2018,10,2018-11-08,CAR,PIT,21.0,52.0,73.0,51.0,-112.0,101.0,3.5,4.0,40.0,0.0,1.0,0.0,0.17643190224005365,0.30342026640071407,-0.08814640973417534,0.9267170895891548,0.13169272159599185,132.84375,0.03318696230906729,0.09337411050598005,0.0
2018_10_DET_CHI,2018,10,2018-11-11,DET,CHI,22.0,34.0,56.0,44.5,-103.0,-107.0,7.5,12.0,37.0,0.0,0.0,1.0,0.08359300217411805,0.3410079974278399,-0.24583879821055254,0.8854324410834908,0.11841826386378844,130.95,0.04313861865615956,0.13406533632468376,0.3
2018_10_NO_CIN,2018,10,2018-11-11,NO,CIN,51.0,14.0,65.0,53.0,-107.0,-103.0,-5.5,6.0,39.0,0.0,0.0,0.0,0.20292673390715024,0.42394785107460686,-0.18070882906447883,0.9557965072356184,0.14093623417018258,128.06875,0.035313112202514416,0.08784941642814147,0.1
2018_10_ATL_CLE,2018,10,2018-11-11,ATL,CLE,16.0,28.0,44.0,49.5,-111.0,100.0,-5.5,9.0,36.0,0.0,0.0,0.0,0.14293069935162883,0.29608723026163225,-0.14687150895268675,0.9109545917943973,0.13253620542969957,139.70625,0.03414865315820014,0.11753885894172367,0.4
2018_10_JAX_IND,2018,10,2018-11-11,JAX,IND,26.0,29.0,55.0,48.0,-105.0,-105.0,3.0,0.0,,1.0,0.0,1.0,-0.09931706809792368,-0.016319195234650044,-0.2660778288785201,0.8686819614130429,0.11036986945647644,139.49285714285713,0.05547686582597136,0.10843704606316781,0.0
2018_10_ARI_KC,2018,10,2018-11-11,ARI,KC,14.0,26.0,40.0,49.5,-110.0,-101.0,16.5,5.0,43.0,0.0,0.0,0.0,0.017400614244536386,0.1146682713039087,-0.1310166224025028,0.9047222338746714,0.13227244580756783,119.61805555555556,0.04600254788000619,0.12751422434036946,0.0
2018_10_BUF_NYJ,2018,10,2018-11-11,BUF,NYJ,41.0,10.0,51.0,38.0,-114.0,102.0,6.5,10.0,46.0,0.0,0.0,1.0,-0.3040098619593762,-0.2232150837238937,-0.3947944260103321,0.766991044313544,0.1102905507602096,129.37361111111113,0.05844523079648384,0.13055335868122747,0.0
2018_10_WAS_TB,2018,10,2018-11-11,WAS,TB,16.0,3.0,19.0,51.0,-105.0,-105.0,3.5,3.0,82.0,0.0,0.0,0.0,0.11816924117427959,0.3143175176094737,-0.2353658345278914,0.9039651090971599,0.14036157643142455,140.45,0.0399427871527757,0.11161538863850273,0.0
2018_10_NE_TEN,2018,10,2018-11-11,NE,TEN,10.0,34.0,44.0,47.0,-108.0,-103.0,-6.0,4.0,46.0,0.0,0.0,0.0,-0.004795576548751082,0.1365678348904641,-0.25412000937129275,0.8733593064420885,0.10569526958824545,129.68958333333333,0.04089939775164096,0.12332614573575477,0.0
2018_10_MIA_GB,2018,10,2018-11-11,MIA,GB,12.0,31.0,43.0,48.5,-103.0,-108.0,13.0,6.0,33.0,0.0,0.0,0.0,0.06285445400360518,0.22027169262574225,-0.1476559382857631,0.8670343856940526,0.13520466319472457,130.95625,0.03825808230924457,0.12507653771946384,0.7
2018_10_SEA_LA,2018,10,2018-11-11,SEA,LA,31.0,36.0,67.0,51.0,-108.0,-103.0,10.0,1.0,75.0,0.0,0.0,1.0,0.14721376280536988,0.37529698549495866,-0.1559048684273466,0.9250796718018981,0.15291837343281153,132.79910714285714,0.03483625440553838,0.13823121402109265,0.0
2018_10_DAL_PHI,2018,10,2018-11-11,DAL,PHI,27.0,20.0,47.0,45.5,-114.0,102.0,7.5,5.0,38.0,0.0,0.0,1.0,-0.023778135994826397,0.11616967640461569,-0.2450065122462379,0.86057816920328,0.12081500150457086,131.425,0.03699606664032222,0.14451169305017003,0.2
2018_10_NYG_SF,2018,10,2018-11-12,NYG,SF,27.0,23.0,50.0,45.0,-108.0,-103.0,3.0,0.0,62.0,0.0,0.0,0.0,0.009257397728001387,0.1407571950778691,-0.21930228227898296,0.8548897195312771,0.13259139434666406,132.53750000000002,0.03721919835316631,0.13153307895453745,0.0
2018_11_GB_SEA,2018,11,2018-11-15,GB,SEA,24.0,27.0,51.0,49.0,-110.0,-101.0,3.0,6.0,54.0,0.0,1.0,0.0,0.16470948094544258,0.3043915726592449,0.004909386619418567,0.9306038241351597,0.14121909177761938,132.35347222222222,0.030151040524749366,0.14600326391028612,0.0
2018_11_DAL_ATL,2018,11,2018-11-18,DAL,ATL,22.0,19.0,41.0,50.0,-114.0,102.0,3.5,0.0,,0.0,0.0,0.0,0.1263986613299356,0.3168355158612507,-0.19468038429081402,0.9072418117182213,0.12636866731151383,132.92083333333335,0.03120012691269501,0.12721035772617406,0.0
2018_11_CIN_BAL,2018,11,2018-11-18,CIN,BAL,21.0,24.0,45.0,44.0,-114.0,102.0,6.5,8.0,48.0,0.0,0.0,1.0,0.11331589957678029,0.23838929669366926,-0.08618775399909727,0.9214104728582867,0.12525464045321247,131.54166666666666,0.03052946821886251,0.1156496008844384,0.0
2018_11_CAR_DET,2018,11,2018-11-18,CAR,DET,19.0,20.0,39.0,48.0,100.0,-111.0,-4.0,0.0,,1.0,0.0,0.0,0.1975477502471661,0.4238334195815282,-0.08667301541123618,0.9227317067272729,0.13080433845982292,128.18194444444444,0.03255930297463702,0.13640459882404846,0.0
2018_11_TEN_IND,2018,11,2018-11-18,TEN,IND,10.0,38.0,48.0,50.0,-106.0,-104.0,2.0,0.0,,1.0,0.0,1.0,-0.0029594170399755947,0.14452382917104328,-0.2309264353203549,0.8837618378619982,0.11451481743956078,130.8201388888889,0.0447393982154716,0.12065398647315481,0.0
2018_11_PIT_JAX,2018,11,2018-11-18,PIT,JAX,20.0,16.0,36.0,47.0,-101.0,-110.0,-4.0,8.0,73.0,0.0,0.0,0.0,0.07143243864067639,0.24405970951871164,-0.23446538875468267,0.8702016215147168,0.12162941081719994,135.79027777777776,0.03536426651904425,0.10517413826769004,0.0
2018_11_TB_NYG,2018,11,2018-11-18,TB,NYG,35.0,38.0,73.0,54.5,-101.0,-110.0,3.0,1.0,42.0,0.0,0.0,0.0,0.1045364657194193,0.29382430644753765,-0.25908229570051855,0.8759198706347717,0.14674427827630881,138.09305555555557,0.03721749862769681,0.11344522614667502,0.0
2018_11_HOU_WAS,2018,11,2018-11-18,HOU,WAS,23.0,21.0,44.0,40.5,-110.0,-101.0,-3.0,6.0,48.0,0.0,0.0,0.0,-0.03836333475053881,0.14647269170686597,-0.30783318777304447,0.8436896942603382,0.10693880949019832,130.51527777777778,0.040000765007451144,0.12613283066404934,0.0
2018_11_DEN_LAC,2018,11,2018-11-18,DEN,LAC,23.0,22.0,45.0,47.0,-103.0,-108.0,7.5,4.0,69.0,0.0,0.0,1.0,0.07532881349887902,0.1597236947229875,-0.06305946210203853,0.9208087391556627,0.14959519829311152,123.23125,0.03824193803356522,0.13680152402646636,0.0
2018_11_PHI_NO,2018,11,2018-11-18,PHI,NO,7.0,48.0,55.0,56.5,-103.0,-108.0,7.0,0.0,,1.0,0.0,0.0,0.19764194848342853,0.38035292902738027,-0.0930798611939106,0.9495076079147473,0.1374637147439147,134.37916666666666,0.03150079170786147,0.10730075372593903,0.0
2018_11_MIN_CHI,2018,11,2018-11-18,MIN,CHI,20.0,25.0,45.0,44.0,-108.0,-103.0,2.5,6.0,33.0,0.0,0.0,1.0,-0.09676046299152444,0.1060621037383192,-0.4221285689497142,0.8459828824731677,0.1162190288159955,130.64166666666665,0.05005111977275119,0.12862217444178164,0.7
2018_11_KC_LA,2018,11,2018-11-19,KC,LA,51.0,54.0,105.0,63.5,-103.0,-107.0,3.0,0.0,65.0,0.0,0.0,0.0,0.270791383901856,0.4241513505725554,0.008070364668887577,0.9769513560614921,0.16345401335579024,128.7188888888889,0.031632357287209326,0.12889691821749275,0.0
2018_12_CHI_DET,2018,12,2018-11-22,CHI,DET,23.0,16.0,39.0,43.0,-114.0,102.0,-3.0,0.0,,1.0,1.0,1.0,0.05690646042434579,0.3270870755993011,-0.3588821721843769,0.8718353652705916,0.11581279092638218,130.92499999999998,0.04395428185610026,0.1315412352075553,0.0
